Subject;Session;Block;AudioT1;Procedure[Trial];S1Audio.ACC;S1Audio.OnsetTime;S1Audio.RT;S1response.ACC;S2Visuel.ACC;S2Visuel.OnsetTime;S2Visuel.RT;SOAdur;StimulusVisuel
5;1;59;400.wav;EssaisDT;1;309264;850;1;1;309281;427;15;left
5;1;181;;EssaisDT;1;1078775;779;1;1;1078841;428;65;left
5;1;172;400.wav;EssaisDT;1;1044891;877;1;1;1044957;431;65;right
5;1;252;400.wav;EssaisDT;1;1461830;831;1;1;1461896;432;65;right
5;1;68;1800.wav;EssaisDT;1;370232;729;1;1;370299;433;65;left
5;1;11;;EssaisDT;1;78211;1091;1;1;78278;434;65;right
5;1;29;1800.wav;EssaisDT;1;147246;748;1;1;148746;434;1500;left
5;1;111;400.wav;EssaisDT;1;587668;627;1;1;589168;434;1500;right
5;1;17;1800.wav;EssaisDT;1;100428;1523;1;1;100495;435;65;left
5;1;54;1800.wav;EssaisDT;1;290448;814;1;1;290514;435;65;left
5;1;83;400.wav;EssaisDT;1;428333;711;1;1;429833;436;1500;left
5;1;234;;EssaisDT;1;1393379;1243;1;1;1393395;436;15;left
5;1;42;1800.wav;EssaisDT;1;251447;772;1;1;251697;437;250;left
5;1;171;;EssaisDT;1;1039891;1837;1;1;1040141;437;250;left
5;1;34;400.wav;EssaisDT;1;219680;938;1;1;221180;439;1500;left
5;1;183;1800.wav;EssaisDT;1;1087525;629;1;1;1087775;440;250;left
5;1;232;;EssaisDT;1;1386495;762;1;1;1386745;441;250;left
5;1;13;;EssaisDT;1;84045;1510;1;1;84295;445;250;left
5;1;217;1800.wav;EssaisDT;1;1254610;952;1;1;1254677;446;65;left
5;1;243;;EssaisDT;1;1423962;979;1;1;1423979;446;15;left
5;1;52;;EssaisDT;1;284264;849;1;1;284281;447;15;right
5;1;64;400.wav;EssaisDT;1;327331;722;1;1;328831;447;1500;left
5;1;139;1800.wav;EssaisDT;1;874622;756;1;1;876122;448;1500;left
5;1;174;1800.wav;EssaisDT;1;1053941;736;1;1;1054008;448;65;left
5;1;208;400.wav;EssaisDT;1;1222076;772;1;1;1223576;449;1500;left
5;1;244;1800.wav;EssaisDT;1;1428112;987;1;1;1429612;451;1500;left
5;1;262;1800.wav;EssaisDT;1;1582881;683;1;1;1584381;451;1500;left
5;1;14;400.wav;EssaisDT;1;88262;862;1;1;89762;453;1500;left
5;1;201;;EssaisDT;1;1195426;539;1;1;1196926;453;1500;right
5;1;260;;EssaisDT;1;1574431;652;1;1;1574681;454;250;left
5;1;51;400.wav;EssaisDT;1;280914;878;1;1;281164;456;250;left
5;1;261;;EssaisDT;1;1579814;548;1;1;1579831;457;15;right
5;1;96;1800.wav;EssaisDT;1;475100;646;1;1;475117;461;15;left
5;1;193;1800.wav;EssaisDT;1;1167626;1445;1;1;1169126;466;1500;right
5;1;161;1800.wav;EssaisDT;1;1010324;1185;1;1;1010340;467;15;left
5;1;69;400.wav;EssaisDT;1;373632;968;1;1;373699;469;65;right
5;1;224;400.wav;EssaisDT;1;1281177;995;1;1;1282677;471;1500;left
5;1;176;1800.wav;EssaisDT;1;1059424;602;1;1;1060924;476;1500;left
5;1;288;400.wav;EssaisDT;1;1675249;3124;1;1;1676749;478;1500;left
5;1;273;;EssaisDT;1;1617015;826;1;1;1617265;479;250;right
5;1;259;1800.wav;EssaisDT;1;1571081;827;1;1;1571098;480;15;right
5;1;67;1800.wav;EssaisDT;1;364782;511;1;1;366282;481;1500;left
5;1;227;1800.wav;EssaisDT;1;1369128;612;1;1;1369195;481;65;left
5;1;127;400.wav;EssaisDT;1;657852;1311;1;1;657869;483;15;left
5;1;43;1800.wav;EssaisDT;1;254914;1115;1;1;254930;488;15;left
5;1;89;1800.wav;EssaisDT;1;449800;628;1;1;451300;489;1500;left
5;1;31;;EssaisDT;1;156012;1025;1;1;156262;490;250;left
5;1;100;400.wav;EssaisDT;1;548401;788;1;1;549901;491;1500;left
5;1;173;1800.wav;EssaisDT;1;1048491;773;1;1;1049991;493;1500;left
5;1;254;400.wav;EssaisDT;1;1470246;1016;1;1;1471746;498;1500;right
5;1;150;1800.wav;EssaisDT;1;920572;745;1;1;922072;499;1500;left
5;1;8;400.wav;EssaisDT;1;64095;718;1;1;65595;504;1500;right
5;1;80;400.wav;EssaisDT;1;413932;483;1;1;413999;504;65;left
5;1;107;;EssaisDT;1;572018;584;1;1;572268;506;250;right
5;1;147;400.wav;EssaisDT;1;907306;1125;1;1;908806;506;1500;left
5;1;247;1800.wav;EssaisDT;1;1441563;3140;1;1;1441629;506;65;right
5;1;268;400.wav;EssaisDT;1;1603098;875;1;1;1603115;506;15;left
5;1;213;1800.wav;EssaisDT;1;1239793;867;1;1;1239810;511;15;right
5;1;250;400.wav;EssaisDT;1;1452563;3;1;1;1452579;517;15;left
5;1;73;;EssaisDT;1;390315;1088;1;1;390566;527;250;right
5;1;9;400.wav;EssaisDT;1;69528;868;1;1;69778;529;250;left
5;1;251;400.wav;EssaisDT;1;1458046;1093;1;1;1458296;541;250;left
5;1;116;1800.wav;EssaisDT;1;612418;930;1;1;612485;543;65;left
5;1;142;1800.wav;EssaisDT;1;888089;849;1;1;888339;544;250;left
5;1;246;400.wav;EssaisDT;1;1436946;951;1;1;1437196;545;250;right
5;1;26;400.wav;EssaisDT;1;135129;1548;1;1;135379;549;250;right
5;1;115;400.wav;EssaisDT;1;608818;885;1;1;609068;550;250;left
5;1;249;400.wav;EssaisDT;1;1449096;890;1;1;1449163;550;65;left
5;1;198;1800.wav;EssaisDT;1;1185676;847;1;1;1185743;557;65;left
5;1;148;1800.wav;EssaisDT;1;912856;1109;1;1;912872;558;15;left
5;1;211;;EssaisDT;1;1234427;903;1;1;1234677;561;250;left
5;1;57;400.wav;EssaisDT;1;299648;585;1;1;299898;562;250;left
5;1;195;;EssaisDT;1;1176392;876;1;1;1176642;570;250;right
5;1;90;;EssaisDT;1;455216;833;1;1;455233;572;15;right
5;1;159;400.wav;EssaisDT;1;955223;971;1;1;955290;572;65;left
5;1;256;400.wav;EssaisDT;1;1478813;1014;1;1;1478880;593;65;left
5;1;28;400.wav;EssaisDT;1;143512;885;1;1;143529;597;15;right
5;1;143;;EssaisDT;1;891522;3931;1;1;891589;598;65;left
5;1;125;400.wav;EssaisDT;1;649086;771;1;0;649336;604;250;right
5;1;91;400.wav;EssaisDT;1;458616;576;1;1;458683;609;65;left
5;1;16;;EssaisDT;1;97012;835;0;1;97028;621;15;left
5;1;99;1800.wav;EssaisDT;1;544801;913;1;1;544818;636;15;right
5;1;76;1800.wav;EssaisDT;1;402632;772;1;1;402649;639;15;left
5;1;278;400.wav;EssaisDT;1;1634848;915;1;1;1635098;641;250;left
5;1;166;400.wav;EssaisDT;1;1027441;56;1;1;1027691;655;250;left
5;1;129;1800.wav;EssaisDT;1;836438;1505;1;1;836505;659;65;left
5;1;122;1800.wav;EssaisDT;1;635252;550;1;1;636752;664;1500;left
5;1;163;1800.wav;EssaisDT;1;1017374;989;1;1;1017624;676;250;right
5;1;282;;EssaisDT;1;1652599;806;1;1;1652665;698;65;left
5;1;72;1800.wav;EssaisDT;1;386865;947;1;1;386932;719;65;right
5;1;219;400.wav;EssaisDT;1;1260160;933;1;1;1260410;737;250;left
5;1;3;400.wav;EssaisDT;1;47361;1015;1;1;47611;771;250;right
5;1;97;1800.wav;EssaisDT;1;538467;1149;0;1;538534;791;65;right
5;1;106;1800.wav;EssaisDT;1;568468;903;1;1;568535;794;65;left
5;1;216;1800.wav;EssaisDT;1;1248827;933;1;1;1249077;819;250;left
5;1;36;400.wav;EssaisDT;1;228747;941;1;1;228813;820;65;left
5;1;137;400.wav;EssaisDT;1;863122;1088;1;1;863372;987;250;left
5;1;71;1800.wav;EssaisDT;1;380282;833;1;1;380532;1315;250;right
5;1;2;1800.wav;EssaisDT;1;41061;1020;1;1;41078;1366;15;right
6;1;275;1800.wav;EssaisDT;1;1612935;605;1;1;1613185;296;250;right
6;1;25;;EssaisDT;1;141183;988;1;1;142683;328;1500;right
6;1;250;1800.wav;EssaisDT;1;1492184;527;1;1;1493684;332;1500;right
6;1;251;1800.wav;EssaisDT;1;1497550;611;1;1;1499051;335;1500;left
6;1;83;1800.wav;EssaisDT;1;463120;713;1;1;464620;351;1500;right
6;1;36;400.wav;EssaisDT;1;229617;683;1;1;231117;356;1500;right
6;1;128;1800.wav;EssaisDT;1;719307;660;1;1;720807;360;1500;left
6;1;267;1800.wav;EssaisDT;1;1583435;627;1;1;1584935;363;1500;right
6;1;66;1800.wav;EssaisDT;1;394786;563;1;1;396286;370;1500;left
6;1;287;400.wav;EssaisDT;1;1661153;627;1;1;1661403;386;250;right
6;1;148;;EssaisDT;1;822325;977;1;1;823825;387;1500;right
6;1;192;;EssaisDT;1;1215613;1067;1;1;1215630;388;15;right
6;1;211;1800.wav;EssaisDT;1;1322082;589;1;1;1322148;388;65;right
6;1;136;1800.wav;EssaisDT;1;772474;613;1;1;772724;389;250;right
6;1;201;400.wav;EssaisDT;1;1280731;626;1;1;1280981;391;250;left
6;1;208;1800.wav;EssaisDT;1;1307965;567;1;1;1308215;391;250;left
6;1;199;1800.wav;EssaisDT;1;1272314;867;1;1;1273814;393;1500;right
6;1;76;1800.wav;EssaisDT;1;434503;764;1;1;436003;394;1500;left
6;1;272;1800.wav;EssaisDT;1;1600952;552;1;1;1601019;394;65;right
6;1;71;400.wav;EssaisDT;1;414286;1195;1;1;414303;398;15;right
6;1;274;400.wav;EssaisDT;1;1609419;635;1;1;1609435;399;15;right
6;1;222;400.wav;EssaisDT;1;1361432;703;1;1;1362932;404;1500;right
6;1;159;1800.wav;EssaisDT;1;862459;601;0;1;862526;408;65;left
6;1;105;1800.wav;EssaisDT;1;630789;1216;1;1;632289;413;1500;right
6;1;75;1800.wav;EssaisDT;1;429120;613;1;1;430620;414;1500;left
6;1;271;400.wav;EssaisDT;1;1597385;782;1;1;1597402;414;15;left
6;1;158;1800.wav;EssaisDT;1;858942;760;1;1;858959;422;15;right
6;1;150;400.wav;EssaisDT;1;830675;875;1;1;830692;424;15;right
6;1;283;400.wav;EssaisDT;1;1646752;669;1;1;1648253;424;1500;left
6;1;110;;EssaisDT;1;647873;1175;1;1;647889;427;15;left
6;1;216;;EssaisDT;1;1338398;704;1;1;1338648;427;250;right
6;1;103;;EssaisDT;1;623406;1011;0;1;623422;431;15;right
6;1;273;;EssaisDT;1;1604052;647;1;1;1604302;436;250;left
6;1;156;1800.wav;EssaisDT;1;850409;594;1;1;850475;437;65;left
6;1;263;400.wav;EssaisDT;1;1565618;1005;1;1;1567118;437;1500;left
6;1;174;400.wav;EssaisDT;1;1145179;832;1;1;1146679;440;1500;left
6;1;64;1800.wav;EssaisDT;1;341452;1115;1;1;342952;441;1500;left
6;1;124;400.wav;EssaisDT;1;701057;730;1;1;702557;443;1500;left
6;1;209;400.wav;EssaisDT;1;1313315;797;1;1;1314815;444;1500;left
6;1;90;;EssaisDT;1;494237;640;1;1;494304;445;65;right
6;1;131;400.wav;EssaisDT;1;757124;944;1;1;757141;445;15;right
6;1;223;400.wav;EssaisDT;1;1366865;890;1;1;1366882;446;15;left
6;1;234;400.wav;EssaisDT;1;1429833;807;1;1;1431333;446;1500;left
6;1;220;;EssaisDT;1;1355699;1062;1;1;1355765;448;65;left
6;1;138;400.wav;EssaisDT;1;779824;682;1;1;780074;452;250;right
6;1;255;400.wav;EssaisDT;1;1513867;912;1;1;1513884;452;15;left
6;1;30;1800.wav;EssaisDT;1;165983;757;1;1;167483;453;1500;left
6;1;32;400.wav;EssaisDT;1;173683;977;1;1;173700;454;15;left
6;1;207;1800.wav;EssaisDT;1;1304348;839;1;1;1304365;457;15;right
6;1;49;1800.wav;EssaisDT;1;278951;1016;1;1;279018;458;65;left
6;1;194;1800.wav;EssaisDT;1;1251564;593;1;1;1251814;459;250;right
6;1;16;;EssaisDT;1;105099;1039;1;1;106599;460;1500;right
6;1;115;400.wav;EssaisDT;1;666973;717;1;1;668473;461;1500;right
6;1;147;400.wav;EssaisDT;1;816858;736;1;1;818358;463;1500;left
6;1;113;1800.wav;EssaisDT;1;658640;917;1;1;660140;464;1500;left
6;1;153;1800.wav;EssaisDT;1;839475;647;1;1;839725;464;250;left
6;1;229;1800.wav;EssaisDT;1;1412516;708;1;1;1412533;465;15;left
6;1;179;400.wav;EssaisDT;1;1167263;710;1;1;1167513;466;250;left
6;1;186;;EssaisDT;1;1196130;603;1;1;1196147;467;15;right
6;1;235;;EssaisDT;1;1435250;575;1;1;1436750;467;1500;left
6;1;171;400.wav;EssaisDT;1;1132129;763;1;1;1133629;469;1500;right
6;1;244;400.wav;EssaisDT;1;1465833;654;1;1;1467333;470;1500;right
6;1;182;;EssaisDT;1;1178730;822;1;1;1180230;471;1500;right
6;1;126;;EssaisDT;1;710357;591;1;1;710607;476;250;left
6;1;204;1800.wav;EssaisDT;1;1292731;580;1;1;1292748;476;15;left
6;1;6;;EssaisDT;1;57765;1243;1;1;57782;478;15;left
6;1;101;400.wav;EssaisDT;1;614456;642;1;1;615956;478;1500;left
6;1;163;1800.wav;EssaisDT;1;1095229;641;1;1;1095479;478;250;right
6;1;190;;EssaisDT;1;1208147;495;1;1;1208213;480;65;right
6;1;140;1800.wav;EssaisDT;1;788425;556;1;1;788675;481;250;left
6;1;155;;EssaisDT;1;847142;775;1;1;847159;483;15;left
6;1;240;400.wav;EssaisDT;1;1454850;753;1;1;1454917;484;65;right
6;1;245;;EssaisDT;1;1471250;710;1;1;1471500;485;250;left
6;1;142;400.wav;EssaisDT;1;796025;782;1;1;797525;486;1500;right
6;1;165;1800.wav;EssaisDT;1;1106395;963;1;1;1107895;488;1500;left
6;1;116;;EssaisDT;1;672406;974;1;1;672423;491;15;left
6;1;3;400.wav;EssaisDT;1;43948;700;1;1;45448;492;1500;left
6;1;195;1800.wav;EssaisDT;1;1257064;763;1;1;1258564;492;1500;right
6;1;218;1800.wav;EssaisDT;1;1344732;665;1;1;1344982;493;250;left
6;1;157;400.wav;EssaisDT;1;853492;587;1;1;854992;494;1500;right
6;1;227;1800.wav;EssaisDT;1;1406083;1099;1;1;1406333;494;250;left
6;1;93;;EssaisDT;1;506238;527;1;1;506254;495;15;left
6;1;212;1800.wav;EssaisDT;1;1325298;541;1;1;1325315;496;15;left
6;1;121;;EssaisDT;1;687890;851;1;1;689390;497;1500;right
6;1;239;1800.wav;EssaisDT;1;1449350;567;1;1;1449600;503;250;right
6;1;269;400.wav;EssaisDT;1;1591618;1121;1;1;1591635;504;15;left
6;1;219;400.wav;EssaisDT;1;1350199;656;1;1;1351699;505;1500;right
6;1;50;400.wav;EssaisDT;1;282468;794;1;1;282718;506;250;right
6;1;56;400.wav;EssaisDT;1;312702;757;1;1;314202;508;1500;right
6;1;176;1800.wav;EssaisDT;1;1154063;702;1;1;1154313;510;250;left
6;1;14;400.wav;EssaisDT;1;93849;790;1;1;95349;511;1500;left
6;1;89;400.wav;EssaisDT;1;490787;926;1;1;490854;512;65;left
6;1;189;1800.wav;EssaisDT;1;1204847;738;1;1;1204863;514;15;left
6;1;92;400.wav;EssaisDT;1;502854;670;1;1;502871;515;15;right
6;1;173;1800.wav;EssaisDT;1;1139679;682;1;1;1139929;520;250;right
6;1;4;400.wav;EssaisDT;1;49398;582;1;1;49648;524;250;right
6;1;278;1800.wav;EssaisDT;1;1621535;581;1;1;1621602;531;65;left
6;1;91;400.wav;EssaisDT;1;497371;681;1;1;498871;533;1500;right
6;1;247;1800.wav;EssaisDT;1;1479767;836;0;1;1480017;535;250;left
6;1;111;400.wav;EssaisDT;1;651773;1162;1;1;652023;539;250;right
6;1;143;400.wav;EssaisDT;1;801475;1468;1;1;801541;540;65;right
6;1;281;;EssaisDT;1;1638136;744;1;1;1639636;541;1500;right
6;1;77;400.wav;EssaisDT;1;439853;860;1;1;440103;547;250;left
6;1;118;1800.wav;EssaisDT;1;678773;779;1;1;678840;547;65;left
6;1;242;400.wav;EssaisDT;1;1460517;750;1;1;1460583;552;65;right
6;1;132;400.wav;EssaisDT;1;760641;611;1;1;760658;558;15;right
6;1;236;400.wav;EssaisDT;1;1440683;995;1;1;1440933;564;250;right
6;1;277;;EssaisDT;1;1618169;753;1;1;1618235;564;65;right
6;1;170;400.wav;EssaisDT;1;1126579;708;1;1;1128079;566;1500;left
6;1;279;400.wav;EssaisDT;1;1627052;837;1;1;1628552;566;1500;left
6;1;135;1800.wav;EssaisDT;1;769024;704;1;1;769091;568;65;left
6;1;65;;EssaisDT;1;389253;1211;1;1;390753;571;1500;right
6;1;280;1800.wav;EssaisDT;1;1632602;652;1;1;1632852;578;250;left
6;1;35;400.wav;EssaisDT;1;224084;598;1;1;224334;581;250;right
6;1;261;400.wav;EssaisDT;1;1559451;701;1;1;1559468;582;15;right
6;1;184;400.wav;EssaisDT;1;1187263;852;1;1;1187513;583;250;right
6;1;100;400.wav;EssaisDT;1;611006;891;1;1;611256;588;250;right
6;1;214;400.wav;EssaisDT;1;1332832;773;1;1;1332898;588;65;left
6;1;22;400.wav;EssaisDT;1;129049;601;1;1;129116;599;65;right
6;1;40;400.wav;EssaisDT;1;246317;654;1;1;246334;603;15;left
6;1;52;400.wav;EssaisDT;1;291385;926;1;1;291401;604;15;left
6;1;193;400.wav;EssaisDT;1;1246014;956;1;1;1247514;609;1500;left
6;1;264;1800.wav;EssaisDT;1;1571018;884;1;1;1571035;614;15;left
6;1;69;400.wav;EssaisDT;1;405853;544;1;1;406103;616;250;left
6;1;167;1800.wav;EssaisDT;1;1114762;899;0;1;1114829;624;65;right
6;1;259;;EssaisDT;1;1553551;938;1;1;1553801;627;250;right
6;1;9;1800.wav;EssaisDT;1;69582;807;1;1;71082;634;1500;right
6;1;286;400.wav;EssaisDT;1;1657703;826;1;1;1657769;634;65;left
6;1;102;1800.wav;EssaisDT;1;619906;792;1;1;619972;674;65;right
6;1;257;;EssaisDT;1;1544201;968;1;1;1544218;682;15;right
6;1;146;400.wav;EssaisDT;1;811242;868;1;1;811492;686;250;right
6;1;123;400.wav;EssaisDT;1;695424;757;1;1;695490;692;65;right
6;1;203;;EssaisDT;1;1289431;754;1;1;1289448;701;15;right
6;1;29;400.wav;EssaisDT;1;160350;933;1;1;160600;703;250;left
6;1;1;1800.wav;EssaisDT;1;32165;1218;1;1;32731;706;250;left
6;1;86;1800.wav;EssaisDT;1;480054;917;1;1;480304;710;250;right
6;1;41;1800.wav;EssaisDT;1;249484;655;1;1;249734;712;250;left
6;1;104;400.wav;EssaisDT;1;626956;1193;0;1;626972;714;15;right
6;1;15;1800.wav;EssaisDT;1;99449;915;1;1;99699;720;250;right
6;1;33;;EssaisDT;1;215350;1013;1;1;216850;733;1500;left
6;1;84;400.wav;EssaisDT;1;468470;692;1;1;468487;735;15;right
6;1;224;1800.wav;EssaisDT;1;1370299;890;1;1;1370366;736;65;left
6;1;51;1800.wav;EssaisDT;1;285701;759;1;1;285768;737;65;right
6;1;231;1800.wav;EssaisDT;1;1418466;692;1;1;1418483;738;15;right
6;1;125;1800.wav;EssaisDT;1;706773;848;1;1;706790;746;15;left
6;1;160;400.wav;EssaisDT;1;865776;851;1;1;865842;768;65;right
6;1;177;1800.wav;EssaisDT;1;1159613;926;1;1;1159629;782;15;left
6;1;197;400.wav;EssaisDT;1;1264597;823;1;1;1264664;782;65;left
6;1;96;400.wav;EssaisDT;1;519738;878;1;1;519754;795;15;left
6;1;232;400.wav;EssaisDT;1;1424150;970;1;1;1424216;795;65;right
6;1;164;;EssaisDT;1;1100662;835;1;1;1100679;804;15;left
6;1;206;;EssaisDT;1;1298598;725;1;1;1298665;804;65;right
6;1;54;1800.wav;EssaisDT;1;300835;837;1;1;301085;805;250;right
6;1;37;1800.wav;EssaisDT;1;234917;914;1;1;234984;806;65;left
6;1;44;;EssaisDT;1;261651;932;1;1;261668;811;15;right
6;1;62;400.wav;EssaisDT;1;333569;872;1;1;333635;812;65;right
6;1;178;1800.wav;EssaisDT;1;1163129;955;1;1;1163196;817;65;right
6;1;27;1800.wav;EssaisDT;1;148616;674;1;1;148683;818;65;right
6;1;42;1800.wav;EssaisDT;1;255184;1137;1;1;255434;822;250;right
6;1;72;400.wav;EssaisDT;1;417953;849;1;1;418020;823;65;left
6;1;130;;EssaisDT;1;753707;894;1;1;753724;829;15;left
6;1;169;400.wav;EssaisDT;1;1120779;834;1;1;1120846;843;65;left
6;1;258;;EssaisDT;1;1547751;784;1;1;1547818;845;65;left
6;1;2;400.wav;EssaisDT;1;38131;882;1;1;38198;869;65;right
6;1;265;400.wav;EssaisDT;1;1574735;754;1;1;1574752;874;15;right
6;1;256;1800.wav;EssaisDT;1;1517534;980;0;1;1517601;876;65;left
6;1;225;1800.wav;EssaisDT;1;1397866;769;1;1;1397883;882;15;right
6;1;254;1800.wav;EssaisDT;1;1508001;900;1;1;1508251;882;250;right
6;1;248;400.wav;EssaisDT;1;1483184;932;1;1;1483250;885;65;right
6;1;180;1800.wav;EssaisDT;1;1172746;1090;1;1;1172813;888;65;left
6;1;80;;EssaisDT;1;448087;1164;1;1;448337;890;250;left
6;1;38;1800.wav;EssaisDT;1;238334;877;1;1;238401;900;65;left
6;1;108;1800.wav;EssaisDT;1;640539;1574;1;1;640606;918;65;right
6;1;85;400.wav;EssaisDT;1;474154;893;1;1;474404;930;250;right
6;1;23;1800.wav;EssaisDT;1;134599;1039;1;1;134666;932;65;left
6;1;119;400.wav;EssaisDT;1;682156;1048;1;1;682223;934;65;left
6;1;20;;EssaisDT;1;122216;1057;1;1;122283;936;65;left
6;1;95;;EssaisDT;1;513771;1041;1;1;513838;959;65;left
6;1;19;1800.wav;EssaisDT;1;116299;1129;1;1;116549;966;250;left
6;1;81;400.wav;EssaisDT;1;453937;991;1;1;454004;974;65;right
6;1;161;400.wav;EssaisDT;1;1089128;1368;1;1;1089378;1006;250;left
6;1;8;1800.wav;EssaisDT;1;63648;962;1;1;63665;1008;15;right
6;1;45;400.wav;EssaisDT;1;265101;822;1;1;265118;1021;15;right
6;1;99;400.wav;EssaisDT;1;604989;854;1;1;605239;1026;250;left
6;1;129;400.wav;EssaisDT;1;747741;941;1;1;747807;1032;65;left
6;1;53;;EssaisDT;1;294818;960;0;1;294835;1048;15;left
6;1;28;1800.wav;EssaisDT;1;154366;1143;1;1;154433;1055;65;right
6;1;97;400.wav;EssaisDT;1;596155;1054;1;1;596405;1084;250;left
6;1;58;1800.wav;EssaisDT;1;320335;968;1;1;320352;1105;15;right
6;1;10;1800.wav;EssaisDT;1;75165;1157;1;1;75182;1116;15;left
6;1;55;1800.wav;EssaisDT;1;306602;1361;1;1;306852;1133;250;left
6;1;13;1800.wav;EssaisDT;1;87782;1065;1;1;87799;1134;15;right
